city,job_title,company_name,location,summary,salary
San+Francisco,Senior Data Scientist,Walmart eCommerce,"San Bruno, CA 94066",Data Scientists are responsible for building large data sets from multiple sources in order to build algorithms for predicting future data characteristics....,Na
San+Francisco,Assistant Staff Scientist,Children's Hospital & Research Center Oakland,"Oakland, CA",Assistant Staff Scientist. Duties will include next-generation sequence data collection and data analysis using specialized software and drafting analytical...,Na
San+Francisco,Data Scientist,Narvar,"San Francisco, CA",Data Science and Data Engineering skills. Our Data Team works with massive data sets. Work with large unstructured data....,Na
San+Francisco,Data Scientist - Time Series Modeling,Calico,"South San Francisco, CA 94080",We are seeking an exceptional data scientist with interest and experience in analysis of time series and longitudinal data to join the team....,Na
San+Francisco,Senior Data Scientist - Causal Inference,Amplitude,"San Francisco, CA",Your expert guidance on data mining methods will directly shape our product and what we do to unearth patterns in customers’ data....,Na
San+Francisco,"Data Scientist, Analytics",Tonal,"San Francisco, CA 94103 (South Of Market area)",This is not big data:. Link separate data sources into usable formats. Perform data analysis to extract useful business insights....,Na
San+Francisco,"Senior Data Scientist, Research",Slack,"San Francisco, CA","Slack Research is looking for an experienced data scientist, quantitative researcher, or social scientist with a quantitative background, to join the small but...",Na
San+Francisco,Scientist: Disease Model Systems,insitro.com,"South San Francisco, CA","We are building a remarkable team that embodies a new type of culture, one based on a true partnership between scientists, engineers, and data scientists....",Na
San+Francisco,"Product Manager, Data",Doximity,"San Francisco, CA","Lead a cross-functional team of Data Analysts, Data Scientists, Data Engineers, Machine Learning Engineers and others in the development and support of new...",Na
San+Francisco,Data Scientist,Electronic Arts,"Redwood City, CA 94065",The Data Scientist position is part of the Data Science team within the Global Analytics and Insights group in Electronic Art’s Global Marketing Organization....,Na
San+Francisco,"Data Center Operator, Cloud Services",Swift Navigation,"San Francisco, CA",Maintaining co-located data centers and bringing online new data centers or regions. CDCMP - Certified Data Center Management Professional a plus....,Na
San+Francisco,Applied Scientist - Recommendations,Twitch,"San Francisco, CA","As an applied scientist on Twitch Recommendations Team, you will help design, prototype and implement algorithms and techniques connect Twitch users with the...",Na
San+Francisco,Data Scientist,Jobspring Partners,"San Francisco, CA","1+ years of data science experience working in an environment with large data sets. A San Francisco fintech startup, who is the leading national provider of...",Na
San+Francisco,Research Scientist (Neuroscientist),Nevro Corporation,"Redwood City, CA","The scientist has experience with patch clamp from spinal cord and/or brain slices. Evaluates and interprets collected data, and prepares presentations and...",Na
San+Francisco,Data Scientist,C3,"Redwood City, CA 94063","We are looking for Data Scientists in both Redwood City, CA and Washington, D.C. Collaborating with data and subject matter experts from C3 and its customer...",Na
San+Francisco,HR Data Analyst Intern,Illumina,"San Francisco Bay Area, CA",Analyzing our quantitative Employee Survey data to deliver new insights and draw connections between data sources....,Na
San+Francisco,Senior Data Scientist,Clarivate Analytics,"San Francisco, CA",Explores existing data for insights and recommends additional sources of data for improvements. Identifies new applications of ML and NLP in the context of...,Na
San+Francisco,"Research Scientist I/II, Early Discovery",Eureka Therapeutics,"Emeryville, CA 94608","Data analysis and report preparation. The Research Scientist I/II, Early Discovery will join an experienced research team in the discovery and development of...",Na
San+Francisco,Data Scientist - Deep Learning assisted NLP,Helpshift,"San Francisco, CA",You will drive data culture and evangelize use of data science in all possible aspects of business. You get to be part of a small team of seasoned data...,Na
San+Francisco,Statistical Data Analytics Specialist,Genentech,"South San Francisco, CA",You will work with peers across multiple organizations including Scientists and Biostatisticians using patient-level data and different biomarker data such as...,Na
San+Francisco,Applied Machine Learning Scientist - Digital Imaging,Adobe,"San Francisco, CA",Data mining & Analytics. We’re seeking an Applied Machine Learning Scientist to discover and build machine learning workflows from noisy data on a large scale....,Na
San+Francisco,"Principal Data Scientist, ECommerce Transportation",Jet.com,"San Bruno, CA",Principal Data Scientists are often responsible for building large data sets from multiple sources. A Principal Data Scientist is responsible for analyzing...,Na
San+Francisco,"Data Scientist, Marketing Analytics, Web Analytics & Experimentation",Uber,"San Francisco, CA 94105 (Financial District area)",3+ years of experience as a data scientist at a company with global operations. We're looking for an experienced data scientist and experimentalist to help...,Na
San+Francisco,"Scientist, High Impact Data- Protein Analytics (52)",Bristol-Myers Squibb,"Redwood City, CA 94061","High Impact Data Scientist for Protein Analytics. Working with laboratory scientists, identify gaps where data analytics and/or visualization will help us...",Na
San+Francisco,Institutional Research Analyst,University of California San Francisco,"San Francisco, CA 94104 (Financial District area)","The Institutional Research Analyst guides UCSF students on data collection, meeting project goals and other research related tasks....",Na
San+Francisco,Product Designer - Growth,Coinbase,"San Francisco, CA 94111 (Financial District area)","We are an interdisciplinary team of designers engineers, data scientists, and product managers who strive to identify opportunities, test hypotheses and deliver...",Na
San+Francisco,Aging Research Analyst,University of California San Francisco,"San Francisco, CA 94104 (Financial District area)",The quantitative work will leverage the Health and Retirement Study (HRS) and other linked data sources....,Na
San+Francisco,Museum Scientist,University of California Berkeley,"Berkeley, CA","Strong technological skills, experience with collections data management. Enter, update and serve computerized specimen and locality data, and related digital...",Na
San+Francisco,Data Scientist - Disease Genomics,Calico,"South San Francisco, CA 94080","These data are transforming our understanding of biology and disease, but deriving valuable scientific insights requires careful analysis and interpretation of...",Na
San+Francisco,"Data Scientist, Personalization",Nielsen,"Emeryville, CA","Proven technical database knowledge (Hadoop, NoSQL, data modeling) and experience optimizing SQL queries on large data....",Na
San+Francisco,Scientist - IVD,Abcam,"Burlingame, CA","This position will design and perform experiments, troubleshoot as needed, analyze and interpret data, and create written reports....",Na
San+Francisco,Scientist - Statistical Geneticist,Helix,"San Francisco, CA","As a Scientist - Statistical Geneticist, you will:. We are looking for scientists to join our growing Research team....",Na
San+Francisco,Privacy and Data Security Counsel,Autodesk,"San Francisco, CA",Review data protection impact assessments and other internal privacy and data security assessments. Privacy and Data Security Counsel....,Na
San+Francisco,Principal Data Scientist,Pacific Gas And Electric Company,"San Francisco, CA 94105 (Financial District area)","In this role you will work as part of cross functional teams, including other data scientists, technology experts, and subject matter experts to develop data...",Na
San+Francisco,Data Scientist - Machine Learning / Deep Learning Specialist,Upstart,"San Carlos, CA","Our current Data Scientists summarize some of their favorite aspects of our team as:. Fluency in data manipulation (SQL, Spark, Pandas)....",Na
San+Francisco,Health Data Research Analyst,WestCoast Children's Clinic,"Oakland, CA 94601 (Harrington area)","Extract and clean data, conduct data exploration, and present visualizations of the data using multiple platforms....",Na
San+Francisco,Associate Scientist Biology : 18-04859,Akraya Inc.,"Foster City, CA","The candidate must be able to process data and evaluate data quality, including recognizing anomalous and inconsistent results....",Na
San+Francisco,Junior Scientist - Contractor,"Rodan and Fields, LLC","Berkeley, CA",Assist scientists with formulation of finished goods prototypes. Extrapolate results from data and present results....,Na
San+Francisco,Data Scientist,Vituity,"Emeryville, CA 94608",Data Scientist is responsible for mining complex data and designing new ways to incorporate vast information and data with a focus on managing statistical data....,Na
San+Francisco,Associate/Scientist,Exponent,"Menlo Park, CA 94025","Our multidisciplinary team of scientists, engineers, physicians, and regulatory consultants brings together more than 90 different disciplines to solve...",Na
San+Francisco,Data Engineer,Zeus Living,"San Francisco, CA","2+ years of experience in a data engineering or data analytics role. Work closely with data scientists to launch and maintain new pricing models, build...",Na
San+Francisco,"Associate Scientist 2, HTS","Amyris, Inc.","Emeryville, CA","Associate Scientist 2, HTS. Specific responsibilities include preparation of reagents, attending team meetings, tracking and processing of samples, operation of...",Na
San+Francisco,DATA ENGINEER,Change Healthcare,"Emeryville, CA","Interface with data scientists, engineers and product managers to understand data needs. Our data engineering team works very closely with Product Managers,...",Na
San+Francisco,"Associate Scientist I, Molecular Biology",AbbVie,"South San Francisco, CA",Associate Scientist I/II - Molecular Biology. Actively participate in internal scientific meetings including presenting data....,Na
San+Francisco,Software Developer,University of California San Francisco,"San Francisco, CA 94104 (Financial District area)","Immunoprofiler (immunoprofiler.org) is a large and dynamic campus-wide project which brings together experts in immunology, genomics, imaging, flow cytometry,...",Na
San+Francisco,Sr. Data Scientist - Segmentation,Uber,"San Francisco, CA 94103 (South Of Market area)","We're looking for experienced ML scientists who're comfortable working in cross-functional teams of engineers, scientists, and product professionals to address...",Na
San+Francisco,Part-time instructor of Statistics for Data Science and Machine Learning,Kaplan,"San Francisco, CA 94105 (Financial District area)",The Instructor I is responsible for teaching classes within the guidelines of the established curriculum. They are also responsible for several administrative...,Na
San+Francisco,"Project Assistant, COA",Icon plc,"San Francisco, CA",ICON’s Clinical Outcome Assessment group provides services geared to meet the demands of global and national markets for high quality patient-centered data....,Na
San+Francisco,"Data Analyst Survey Insights, Safety & Insurance",Uber,"San Francisco, CA 94103 (South Of Market area)",Lead data analysis efforts around product analytics. The role will also include additional product data analysis work....,Na
San+Francisco,HR Business Partner,Howard Hughes Medical Institute,"San Francisco, CA","We’re an independent, ever-evolving philanthropy that supports basic biomedical scientists and science educators with the potential for transformative impact....",Na
San+Francisco,Data Scientist (eCommerce),Electronic Arts,"Redwood City, CA 94065","Analyze large data sets to identify behavior trends among good users and bad actors, using statistics, data mining, and machine learning techniques....",Na
San+Francisco,Data Analyst,Elsevier,"Berkeley, CA","Within a team of ~35 analysts and data scientists, you will have unique ability to work on some of the most insightful data in the world of research....",Na
San+Francisco,Data Scientist - Biostatistics,The Climate Corporation,"San Francisco, CA",We are looking for a biostatistician with strong data analysis and modeling skills to join an interdisciplinary team of scientists....,Na
San+Francisco,Distinguished Data Scientist,DuPont,"Hayward, CA",Corteva Agrisciences is seeking a Distinguished Data Scientist to join our global Data Science and Informatics group working on predictive analytics for digital...,Na
San+Francisco,Senior Data Scientist,Scoot Networks,"San Francisco, CA 94103 (South Of Market area)",Scoot data team is growing and we’re looking for an experienced data scientist. Experience working with telematics and geographic data (GIS)....,Na
San+Francisco,Principal Data Scientist,Walmart eCommerce,"San Bruno, CA 94066",Principal Data Scientists are often responsible for building large data sets from multiple sources. A Principal Data Scientist is responsible for analyzing...,Na
San+Francisco,"Chief of Staff, Forge & Platform Components",Autodesk,"San Francisco, CA","Our software is used by everyone - from design professionals, engineers and architects to digital scientists, students and hobbyists....",Na
San+Francisco,Remote Sensing Scientist,The Climate Corporation,"San Francisco, CA",Image based data fusion and data assimilation applications. The Climate Corporation is looking for an experienced Remote Sensing Scientist to join the...,Na
San+Francisco,Business Development Executive,Web Summit,"San Francisco, CA","Whatever Web Summit is it wouldn’t be possible without an incredible team of nearly 200 employees, including world class engineers, data scientists, designers,...",Na
San+Francisco,Receptionist,Proteus Digital Health,"Redwood City, CA 94065","And data analytics to serve the needs of health system managers. Come to join our unique collection of innovative scientists, engineers, market makers,...",Na
San+Francisco,Growth Marketer,"Lumos Labs, Inc.","San Francisco, CA 94107 (South Of Market area)","Collaborate with design, product and data analytics teams to develop effective acquisition strategies....",Na
San+Francisco,Bioinformatics Data Scientist Manager,AncestryDNA,"San Francisco, CA","In this influential role, you will analyze DNA data, working closely with laboratory scientists, population geneticists, and data scientists to build scalable...",Na
San+Francisco,"Director, Data APIs & Platforms",Visa,"Foster City, CA","You will join a Global Data Product team of data enthusiasts that includes data scientists, product managers, data architects, technologists and many more....",Na
San+Francisco,Data Engineer - Infrastructure,JUUL Labs,"San Francisco, CA","Our tools support data engineers, data scientists, and business intelligence analysts across the company....",Na
San+Francisco,Data Scientist Lead - Remote Opportunity,Harnham,"San Francisco, CA",Data Scientist *remote opportunity*. Experience with common data science toolkits and data visualization tools. Enhance data collection procedures....,Na
San+Francisco,"Power Generation License Coordinator, Associate (ESC)",Pacific Gas And Electric Company,"San Francisco, CA 94105 (Financial District area)","Providing technical data; Assisting License Coordinators, License Project Managers, Project Engineers, Generation Supervisors, Hydrographers, Project Analysts,...",Na
San+Francisco,Machine Learning Engineer,Angle Technologies,"San Francisco, CA",We're pushing the boundaries of state of the art deep learning to synthesize 3D content based on existing user creations and help players imagine new creations...,Na
San+Francisco,Accelerator Floor Operator,Lawrence Berkeley National Laboratory,"San Francisco Bay Area, CA",Monitors accelerator performance and document system data as required. This individual will assist experimenters and beamline scientists in the safe operation...,Na
San+Francisco,Data Scientist,Franklin Templeton Investments,"San Mateo, CA 94403 (Sugerloaf area)",What are the ongoing responsibilities of the Data Scientist? We are looking for a Data Scientist that will help us discover the information hidden in vast...,Na
San+Francisco,Customer Success Associate,Benchling,"San Francisco, CA 94103 (South Of Market area)","These include product configurations, training users, data migration, and technical support. Develop deep relationships with our customers, including scientists...",Na
San+Francisco,Machine Learning Engineer - Operations,thredUP Inc,"San Francisco, CA 94104 (Financial District area)",Understanding our existing data taxonomy and find ways we might improve it. We are forming a team to use this data to automate what is currently manual labor in...,Na
San+Francisco,Analyst I,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...",Na
San+Francisco,"Data Analyst II, Safety & Insurance",Uber,"San Francisco, CA 94103 (South Of Market area)",Experience telling stories with data to both technical and non-technical audiences and creating clear and compelling visualizations to convey complex data....,Na
San+Francisco,Product Manager,Swiftly,"San Francisco, CA","Swiftly is changing transportation, mobility, and cities through better data. We help everyone at the company understand why features and products are important...",Na
San+Francisco,Machine Learning Intern (Summer 2019),Splunk,"San Francisco, CA",Solid understanding of statistical modeling/machine learning/ data mining. Achieving data science and software engineering goals set by you and your mentor....,Na
San+Francisco,"Associate, Strategic Finance",JUUL Labs,"San Francisco, CA","Familiarity with or willingness to learn SQL and data analysis tools is a positive. We're actively looking to hire the world's best scientists, engineers,...",Na
San+Francisco,Expert Data Scientist,Pacific Gas And Electric Company,"San Francisco, CA 94105 (Financial District area)","Design and build data ingestion pipelines required for optimal extraction, transformation, and loading of data from a wide variety of data sources....",Na
San+Francisco,Senior Data Scientist,Strava,"San Francisco, CA 94107 (South Of Market area)",5+ years of hands-on experience as a Data Scientist or similar position. Data Scientist to help establish our Data Science practice and develop insights and...,Na
San+Francisco,Scientist,Singulex,"Alameda, CA 94501",This Scientist may be asked to present data at interdepartmental meetings and small focus groups that may include representatives from outside parties....,Na
San+Francisco,"Analyst, Antibody Repertoire (39)",Bristol-Myers Squibb,"Redwood City, CA","Working with laboratory scientists, identify gaps where data analytics and/or visualization will help us understand and share our data and results....",Na
San+Francisco,Research Data Librarian / Metadata Specialist (Postdoctoral Scholar),Lawrence Berkeley National Laboratory,"San Francisco Bay Area, CA","Defining and adopting the right digital preservation practices and standards for this data are active research topics, involving an interdisciplinary community...",Na
San+Francisco,"Lead Product Manager, Data (multiple positions)",Credit Karma,"San Francisco, CA 94104 (Financial District area)","Whether you're working with our data scientists to develop our next generation of algorithms, figuring out how to improve analytics using machine learning or...",Na
San+Francisco,"Absorption, Distribution, Metabolism and Excretion (ADME) Scientist",Merck USA,"South San Francisco, CA","Generate and interpret high quality in vitro PPDM data, partnering with drug discovery teams to enable the invention of novel therapeutics. Merck & Co., Inc....",Na
San+Francisco,Research Study Coordinator - SURUKU,Heluna Health,"San Francisco, CA","Proficiency in data management (MS Access, SQL, Visual Basic) and/or computer coding experience. Experience managing and analyzing data in Microsoft Access,...",Na
San+Francisco,Alibaba Cloud Data Scientist San Mateo,Alibaba,"San Mateo, CA",Develop new data attributes of users from existing data source and develop novel applications including data driven products based on that....,Na
San+Francisco,Data Manager,Doximity,"San Francisco, CA","Our data science team is deliberate and self-reflective about the kind of data team and culture that we are building, seeking data scientists and engineers that...",Na
San+Francisco,Formulation Scientist,Proteus Digital Health,"Hayward, CA","And data analytics to serve the needs of health system managers. Familiar with computer systems (DOE, data analysis, Microsoft Office, databases, computer-aided...",Na
San+Francisco,Molecular Development Scientist,MCLAB,"San Francisco, CA"," Analyze data using Microsoft excel and statistical methods. Plan, execute and document research experiments and present data....",Na
San+Francisco,Senior Associate Retail Strategy,JUUL Labs,"San Francisco, CA","Familiarity with or willingness to learn SQL and data analysis tools is a positive. We're actively looking to hire the world's best scientists, engineers,...",Na
San+Francisco,"Specialist - Innovation Bootcamp Corporate Venturing, Fuel By McKinsey",McKinsey & Company,"San Francisco, CA","As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)...",Na
San+Francisco,CRM Analyst,JUUL Labs,"San Francisco, CA",Manage new and existing data flows and data accuracy between internal and external. Assists cross-functionally in integrating data from e-commerce and business...,Na
San+Francisco,Product Manager - Payment & Risk,Eventbrite,"San Francisco, CA 94107 (South Of Market area)","You’ll be joining an experienced team of talented Product Managers, engineers, data scientists and operation specialists all working towards the common goal of...",Na
San+Francisco,Data and Policy Analyst - Statistical Programmer,acumenllc,"Burlingame, CA","Data and Policy Analysts perform a wide array of functions as part of the research process. This position is responsible for managing and analyzing data,...",Na
San+Francisco,Quantitative Analyst Revenue Forecasting,Twitter,"San Francisco, CA 94103 (South Of Market area)","Simplify complex problems & huge data sets, to extract non-obvious insights. Create and deliver impactful presentations that tell a story focused on insights,...",Na
San+Francisco,"Senior Scientist I, Assay Development (ADC Discovery)",AbbVie,"South San Francisco, CA","Senior Scientist I – ADC Discovery/Assay Development. Responsibilities will include generation and review of small molecule cytotoxicity and mechanistic data,...",Na
San+Francisco,Managing Scientist,Exponent,"Menlo Park, CA 94025","Exponent's Electrical Engineering & Computer Science Practice is currently hiring for a Managing Scientist in our Menlo Park, CA office....",Na
San+Francisco,VP of Analytics,Coffee Meets Bagel,"San Francisco, CA",Work with data engineers to build data pipeline and warehouse infrastructure to ensure all parties are able to use data with ease and accuracy....,Na
San+Francisco,Senior Data Scientist,Coinbase,"San Francisco, CA 94111 (Financial District area)","At Coinbase, data scientists are focused on this critical step of converting data into learnings. As a senior data scientist, you will be the key person for...",Na
San+Francisco,Pitzer Coordinator -,University of California Berkeley,"Berkeley, CA","Design Statistical Mechanics database to maintain long term data on participants, speakers, and finances....",Na
San+Francisco,"Associate Scientist I, Cancer Biology",AbbVie,"South San Francisco, CA","We are looking for an Associate Scientist / Scientist with experience in cell culture, tissue processing, flow cytometry, as well as standard molecular biology...",Na
San+Francisco,"Associate Scientist II/Scientist I, Research Pharmacology",AbbVie,"South San Francisco, CA",Data presentation and reports. Analysis of ELISA/MSD assay data. Perform non-compartmental pharmacokinetics analyses and interpret data;...,Na
San+Francisco,Senior Data Scientist,Johnson & Johnson Family of Companies,"San Francisco, CA","The senior data scientist will manage another data scientist and work within a data team that includes data engineers, architects, and database administrators...",Na
San+Francisco,Finance Officer,University of California Berkeley,"Berkeley, CA","Develop, prepare and design complex monthly, annual and ad hoc financial reports, determining data needs, appropriate information sources, and data elements....",Na
San+Francisco,Analyst I,Walmart,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...",Na
San+Francisco,Global Content Strategist,JUUL Labs,"San Francisco, CA","Leverage feedback channels, and other data points to continually improve existing content and processes....",Na
San+Francisco,Sr. Data Scientist,"Lumos Labs, Inc.","San Francisco, CA 94107 (South Of Market area)",Lumosity is looking for a seasoned data scientist to join our data science team. Have 5+ years of experience working as data scientist (preferably at a product...,Na
San+Francisco,Research Scientist,Oath Inc,"San Francisco, CA",You are well experienced with the challenges of working with large-scale data. Demonstrated expertise and desire to work hands-on in analyzing and modeling...,Na
San+Francisco,Director - Data Science Growth,Affirm,"San Francisco, CA 94126 (Financial District area)","You will be a technical leader within the data science team, leading a team of data scientists responsible for growth analytics at Affirm....",Na
San+Francisco,"Director, Acquirer and Merchant Data",Visa,"Foster City, CA","You will join a Global Data Product team of data enthusiasts that includes data scientists, product managers, data architects, and many more....",Na
San+Francisco,Senior Data Scientist,Formation,"San Francisco, CA",Provide mentorship to junior Data Scientists. As a Senior Data Scientist at Formation you're capable of working in an agile data science environment to generate...,Na
San+Francisco,Executive Assistant to CEO,Proteus Digital Health,"Redwood City, CA 94065","And data analytics to serve the needs of health system managers. Come to join our unique collection of innovative scientists, engineers, market makers,...",Na
San+Francisco,Business Intelligence Analyst I,HackerOne,"San Francisco, CA","This position in located in San Francisco and will report to our Principal Data Scientist. Identify, investigate, and address data quality issues by reviewing...",Na
San+Francisco,Quantitative Analyst,First Republic Bank,"San Francisco, CA","Assist in data collection, extraction, scrubbing, validity and sanity checks, transformation, and validation for a variety of projects that use data....",Na
San+Francisco,Data Engineer,First Republic Bank,"San Francisco, CA","Work closely with analysts, data scientists, and product engineers to understand business needs and design/maintain scalable data models....",Na
San+Francisco,"PRODUCT MANAGER, DATA SCIENCE",Ultimate Software,"San Francisco, CA","Experience working with teams of Data Scientists. You will work for the Data Science Team as product manager contributing to Xander, our HCM focused AI Platform...",Na
San+Francisco,Assistant Clinical Research Coordinator,University of California San Francisco,"San Francisco, CA 94104 (Financial District area)","Collection of data using a variety of techniques, including fMRI, EEG, TMS, and behavioral testing; The Assistant CRC will participate in data analysis under...",Na
San+Francisco,Senior Data Scientist (Experimentation Platform),Atlassian,"San Francisco, CA",At least 3 years industry experience working as a full-time Data Scientist designing and implementing predictive models written in Python....,Na
San+Francisco,Data Scientist,Change Healthcare,"Emeryville, CA","The Data Scientist/Senior Data Scientist/Lead Data Scientist will be responsible for supporting Artificial Intelligence, Machine Learning, and Data Science...",Na
San+Francisco,"Development Associate, Institutional Giving",Environmental Defense Fund,"San Francisco, CA","S/he will assist IG Officers in managing their donor portfolios, including supporting stewardship and cultivation processes through organizing meetings and...",Na
San+Francisco,Math Researcher,Digital Promise,"San Mateo, CA","Conduct interviews, observations, collect data. Digital Promise Global is seeking a research scientist to work closely with Dr....",Na
San+Francisco,Environmental Data Analyst,Haley & Aldrich,"Oakland, CA 94612 (Northgate area)",Is seeking an Environmental Data Analyst to join our Data Management Services Group. Provide guidance in value-added ways for our scientists and engineers to...,Na
San+Francisco,"Scientist, Small Molecule Drug Discovery",23andMe,"South San Francisco, CA 94080","Generate, analyze, document and present complex experimental data in project team meetings. We are seeking an outstanding Scientist to join a collaborative,...",Na
San+Francisco,Principal Data Scientist,Formation,"San Francisco, CA","Lead, train and mentor Data Scientists. Demonstrated experience in using the above methods to solve complex business problems working with structured and...",Na
San+Francisco,"Scientist, Display (38)",Bristol-Myers Squibb,"Redwood City, CA 94061",We are seeking a skilled and enthusiastic Scientist to join the Molecular Rescue Group. Experience and knowledge in statistical analysis and data analysis is...,Na
San+Francisco,Organization Expert - Fuel By McKinsey,McKinsey & Company,"San Francisco, CA","As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)...",Na
San+Francisco,Senior Data Scientist,Primer AI,"San Francisco, CA",As a Senior Data Scientist you will be a key member of the Product Engineering team; Exposure to very interesting data (e.g....,Na
San+Francisco,Computational Research Scientist,Lawrence Berkeley National Laboratory,"San Francisco Bay Area, CA","Deep knowledge of algorithm complexity, performance analysis and advanced data structures. In addition, the successful candidate will participate in...",Na
San+Francisco,Data Scientist,Crystal Dynamics,"Redwood City, CA 94063","The Data Scientist will work alongside Production, Marketing, Community, and Engineering to deliver advanced analytics....",Na
San+Francisco,Clinical Scientist,Neurocentria Inc,"Walnut Creek, CA 94598","Familiar with Clinical Trial statistical principles and data analysis. Participate in Clinical Trial Data analysis - compiling, formatting, reviewing,...",Na
San+Francisco,Compliance Specialist,JUUL Labs,"San Francisco, CA","Required ability to be discreet when working with confidential data. We're actively looking to hire the world's best scientists, engineers, designers, product...",Na
San+Francisco,Principal Data Scientist,Aetna,"San Francisco, CA",Lead team of 2-3 Data Scientists on the development and delivery of predictive analytics solutions to drive behavior change or customer experience across...,Na
San+Francisco,Data Engineer,"Pandora Media, Inc.","Oakland, CA","Experience collaborating with data scientists, exposure to machine learning algorithms and/or statistical modeling methods....",Na
San+Francisco,Data Engineer,"Pandora Media, Inc.","Oakland, CA","Experience collaborating with data scientists, exposure to machine learning algorithms and/or statistical modeling methods....",Na
San+Francisco,"Field Medical Scientist - N.CA, NV",Bristol-Myers Squibb,"San Francisco, CA 94102 (Downtown area)","Field Medical Scientist (FMS) LUNG, H&N – N.CA, NV. Developing peer-to-peer relationships with TLs, scientists and other healthcare professionals....",Na
San+Francisco,Data Engineer,Linden Lab,"San Francisco, CA",Extensive Real Time Data Engineering experience - we are not looking for a Data Analyst or Scientist. Advanced data modeling....,Na
San+Francisco,Stability and Data Analyst Scientist,Proteus Digital Health,"Hayward, CA",Coordinate testing and data analysis with external vendors. And data analytics to serve the needs of health system managers....,Na
San+Francisco,Staff Scientist/Sr. Staff Scientist,CareDx,"Brisbane, CA 94005",Perform basic NGS data analysis. Staff Scientist to join the CareDx R&D group. Bioinformatics skills such as programming and data mining are a plus....,Na
San+Francisco,Data Scientist/Machine Learning Engineer,Agile SDE,"San Francisco Bay Area, CA","Data Scientist/Machine Learning Engineer. Work with domain experts to implement and add features to our predictive platform that perform cleansing, data...",Na
San+Francisco,Data Scientist,Yapstone,"Walnut Creek, CA",We are looking for a Data Scientist who will support our Risk and Technology teams with insights gained from analyzing company data....,Na
San+Francisco,Evidence Synthesis Scientist,Genentech,"South San Francisco, CA",Proven ability to critically evaluate and synthesize data and information from multiple sources. Key Position Responsibilities:....,Na
San+Francisco,Data Analyst (AKA Lead Quant),Seasoned,"San Francisco, CA",You will be embedded with the Data Team (Data Scientist and Data Engineer) and Product Team. Deliver data and data analysis on an ad-hoc basis using whatever...,Na
San+Francisco,"Analyst or Associate, Sales Analytics",JUUL Labs,"San Francisco, CA",Managing relationships with new and existing data vendors (i.e. Understanding the universe of available data and prioritizing future subscription purchases....,Na
San+Francisco,Research Scientist I,"Integrated DNA Technologies, Inc","Redwood City, CA","Analyzes raw data and reports results. Presents technical data at group meetings as directed. This position is responsible for performing experiments, analyzing...",Na
San+Francisco,"Eden Medical Assembler (1st Shift, Contract)",Proteus Digital Health,"Hayward, CA","And data analytics to serve the needs of health system managers. Come to join our unique collection of innovative scientists, engineers, market makers,...",Na
San+Francisco,Data Scientist,Everlane,"San Francisco, CA 94110 (Mission area)","Data Science and Analytics – Data. Everlane is seeking a Data Scientist to join our Data and Analytics team, where you’ll use data to help us build a better...",Na
San+Francisco,"Assistant Scientist I, Environmental Fate & Metabolism",EAG Inc.,"Hercules, CA","EAG Laboratories is currently seeking an Assistant Scientist to join our team located in Hercules, CA. Analysis and project organization/data handling Analysis...",Na
San+Francisco,Marketing Data Scientist - Contract to Hire,Harnham,"Oakland, CA",DATA SCIENTIST- (Contract to Hire). A leading nation-wide specialty retailer is looking to add a Data Scientist to their marketing team....,Na
San+Francisco,Principal Scientist - PPDM ADME Biologics,Merck USA,"South San Francisco, CA",Network analysis and application of bioinformatics principles in data mining and evaluation/interpretation of complex biological systems....,Na
San+Francisco,Product Marketer,Loom,"San Francisco, CA","We are building a world class growth team of engineers, designers, data scientists, and marketers. Driven by analytics and data when making decisions....",Na
San+Francisco,"Research Associate, Hybridoma Antibody Generation Scientist (29)",Bristol-Myers Squibb,"Redwood City, CA",Responsible for delivering both data analysis packages as well as purified antibodies to project teams and collaborators....,Na
San+Francisco,AI Scientist (University Grad),Electronic Arts,"Redwood City, CA 94065",What an AI Scientist does at EA. The next great EA AI Scientist should have. We’re currently looking for an AI Scientist to join our team!...,Na
San+Francisco,"Associate Scientist, HTP Molecular Biology & Expression (42)",Bristol-Myers Squibb,"Redwood City, CA","Associate Scientist - HTP Molecular Biology & Expression. Demonstrated independence in experimental design, execution, data analysis and troubleshooting is...",Na
San+Francisco,Technical Recruiter,Square,"San Francisco, CA 94103 (South Of Market area)","Product Managers, Data Scientists, Network Engineers, etc.). People are the lifeblood of any company and as a Technical Recruiter at Square, you’ll be charged...",Na
San+Francisco,Associate Scientist,Impossible Foods,"Redwood City, CA","Excellent analytical, statistical, data visualization, and communication skills. Characterize volatile flavor compounds using Gas Chromatography Mass...",Na
San+Francisco,Clinical Research Coordinator,University of California San Francisco,"San Francisco, CA 94104 (Financial District area)",Oversee study data integrity; Act as intermediary between services and departments while overseeing data and specimen management;...,Na
