city,job_title,company_name,location,summary,salary
Philadelphia,Principal Software Engineer (Python),Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience working closely with a Data Science team. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Senior Statistical Programmer,RBW Consulting,"Philadelphia, PA","*Senior Programmer (I/II) - Oncology   Deliver SDTM & AdaM Datasets and Tables, Figures and Listing outputs through multiple delivery methods * Assist with...",Na
Philadelphia,Flow Cytometry Technical Director,The Landmark Group,"Philadelphia, PA",Assigns scientists to particular studies based on skill set and expertise; Responsible for accurate data compilation/ interpretation and review for client...,Na
Philadelphia,Senior Security & Compliance Engineer,Mobiquity,"Wayne, PA","We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create...",Na
Philadelphia,Software Architect Artificial Intelligence Machine Learning AI ML,Liberty Personnel Services,"King of Prussia, PA","Responsibilities include architecture, total solution design from requirements analysis, design and engineering for data ingestion, pipeline, data preparation &...",Na
Philadelphia,Scientist IV / Bioanalytical Sample Testing (with LIMS Experience),"Pioneer Data Systems, Inc","Spring House, PA 19477",Scientist IV / Bioanalytical Sample Testing (with LIMS Experience). Manage inventory and testing status of clinical samples using LIMS data base systems....,Na
Philadelphia,"Associate Director, Statistical Programming",RBW Consulting,"Philadelphia, PA","*Associate Director, Statistical Programming  Accountable for leading a programming team across multiple drug projects, ensuring clear direction * Working...",Na
Philadelphia,"Splunk Engineer/Architect-Philadelphia, PA",iSenpai,"Philadelphia, PA","This role requires the ability to design, architect and implement Splunk solutions in support of cybersecurity and IT operations analysts and data scientists....",Na
Philadelphia,DevOps Automation Engineer,Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience creating and managing and test data. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Principal Statistical Programmer ~ Global Pharma,"Pharmaceutical Company, PA","Philadelphia, PA","SAS, SAS Programmer, Project Lead, Statistical Programmer, Stat Programmer, Clinical Programmer, Data Programmer, Database Programmer, Statistical Programmer I,...",Na
Philadelphia,Principal Software Engineer (Python),Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience working closely with a Data Science team. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Senior Statistical Programmer,RBW Consulting,"Philadelphia, PA","*Senior Programmer (I/II) - Oncology   Deliver SDTM & AdaM Datasets and Tables, Figures and Listing outputs through multiple delivery methods * Assist with...",Na
Philadelphia,Flow Cytometry Technical Director,The Landmark Group,"Philadelphia, PA",Assigns scientists to particular studies based on skill set and expertise; Responsible for accurate data compilation/ interpretation and review for client...,Na
Philadelphia,Senior Security & Compliance Engineer,Mobiquity,"Wayne, PA","We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create...",Na
Philadelphia,Software Architect Artificial Intelligence Machine Learning AI ML,Liberty Personnel Services,"King of Prussia, PA","Responsibilities include architecture, total solution design from requirements analysis, design and engineering for data ingestion, pipeline, data preparation &...",Na
Philadelphia,"Associate Director, Statistical Programming",RBW Consulting,"Philadelphia, PA","*Associate Director, Statistical Programming  Accountable for leading a programming team across multiple drug projects, ensuring clear direction * Working...",Na
Philadelphia,"Splunk Engineer/Architect-Philadelphia, PA",iSenpai,"Philadelphia, PA","This role requires the ability to design, architect and implement Splunk solutions in support of cybersecurity and IT operations analysts and data scientists....",Na
Philadelphia,Research and Development Technician,On-Board Companies,"Wilmington, DE 19803","This will involve synthesizing new polymer compositions and characterizing polymer films by a variety of methods, in collaboration with other scientists;...",Na
Philadelphia,Clinical Study Manager,Syneos Health Clinical,"Philadelphia, PA",Professional demeanor with ability to interact effectively with scientists and managers from multiple disciplines;...,Na
Philadelphia,Principal Software Engineer (Python),Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience working closely with a Data Science team. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Principal Statistical Programmer ~ Global Pharma,"Pharmaceutical Company, PA","Philadelphia, PA","SAS, SAS Programmer, Project Lead, Statistical Programmer, Stat Programmer, Clinical Programmer, Data Programmer, Database Programmer, Statistical Programmer I,...",Na
Philadelphia,Senior Statistical Programmer,RBW Consulting,"Philadelphia, PA","*Senior Programmer (I/II) - Oncology   Deliver SDTM & AdaM Datasets and Tables, Figures and Listing outputs through multiple delivery methods * Assist with...",Na
Philadelphia,Senior Security & Compliance Engineer,Mobiquity,"Wayne, PA","We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create...",Na
Philadelphia,Flow Cytometry Technical Director,The Landmark Group,"Philadelphia, PA",Assigns scientists to particular studies based on skill set and expertise; Responsible for accurate data compilation/ interpretation and review for client...,Na
Philadelphia,Software Architect Artificial Intelligence Machine Learning AI ML,Liberty Personnel Services,"King of Prussia, PA","Responsibilities include architecture, total solution design from requirements analysis, design and engineering for data ingestion, pipeline, data preparation &...",Na
Philadelphia,Scientist IV / Bioanalytical Sample Testing (with LIMS Experience),"Pioneer Data Systems, Inc","Spring House, PA 19477",Scientist IV / Bioanalytical Sample Testing (with LIMS Experience). Manage inventory and testing status of clinical samples using LIMS data base systems....,Na
Philadelphia,"Associate Director, Statistical Programming",RBW Consulting,"Philadelphia, PA","*Associate Director, Statistical Programming  Accountable for leading a programming team across multiple drug projects, ensuring clear direction * Working...",Na
Philadelphia,"Splunk Engineer/Architect-Philadelphia, PA",iSenpai,"Philadelphia, PA","This role requires the ability to design, architect and implement Splunk solutions in support of cybersecurity and IT operations analysts and data scientists....",Na
Philadelphia,DevOps Automation Engineer,Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience creating and managing and test data. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Principal Statistical Programmer ~ Global Pharma,"Pharmaceutical Company, PA","Philadelphia, PA","SAS, SAS Programmer, Project Lead, Statistical Programmer, Stat Programmer, Clinical Programmer, Data Programmer, Database Programmer, Statistical Programmer I,...",Na
Philadelphia,Principal Software Engineer (Python),Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience working closely with a Data Science team. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Senior Statistical Programmer,RBW Consulting,"Philadelphia, PA","*Senior Programmer (I/II) - Oncology   Deliver SDTM & AdaM Datasets and Tables, Figures and Listing outputs through multiple delivery methods * Assist with...",Na
Philadelphia,Flow Cytometry Technical Director,The Landmark Group,"Philadelphia, PA",Assigns scientists to particular studies based on skill set and expertise; Responsible for accurate data compilation/ interpretation and review for client...,Na
Philadelphia,Senior Security & Compliance Engineer,Mobiquity,"Wayne, PA","We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create...",Na
Philadelphia,Software Architect Artificial Intelligence Machine Learning AI ML,Liberty Personnel Services,"King of Prussia, PA","Responsibilities include architecture, total solution design from requirements analysis, design and engineering for data ingestion, pipeline, data preparation &...",Na
Philadelphia,Scientist IV / Bioanalytical Sample Testing (with LIMS Experience),"Pioneer Data Systems, Inc","Spring House, PA 19477",Scientist IV / Bioanalytical Sample Testing (with LIMS Experience). Manage inventory and testing status of clinical samples using LIMS data base systems....,Na
Philadelphia,"Associate Director, Statistical Programming",RBW Consulting,"Philadelphia, PA","*Associate Director, Statistical Programming  Accountable for leading a programming team across multiple drug projects, ensuring clear direction * Working...",Na
Philadelphia,"Splunk Engineer/Architect-Philadelphia, PA",iSenpai,"Philadelphia, PA","This role requires the ability to design, architect and implement Splunk solutions in support of cybersecurity and IT operations analysts and data scientists....",Na
Philadelphia,DevOps Automation Engineer,Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience creating and managing and test data. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Principal Statistical Programmer ~ Global Pharma,"Pharmaceutical Company, PA","Philadelphia, PA","SAS, SAS Programmer, Project Lead, Statistical Programmer, Stat Programmer, Clinical Programmer, Data Programmer, Database Programmer, Statistical Programmer I,...",Na
Philadelphia,Principal Software Engineer (Python),Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience working closely with a Data Science team. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Senior Statistical Programmer,RBW Consulting,"Philadelphia, PA","*Senior Programmer (I/II) - Oncology   Deliver SDTM & AdaM Datasets and Tables, Figures and Listing outputs through multiple delivery methods * Assist with...",Na
Philadelphia,Flow Cytometry Technical Director,The Landmark Group,"Philadelphia, PA",Assigns scientists to particular studies based on skill set and expertise; Responsible for accurate data compilation/ interpretation and review for client...,Na
Philadelphia,Senior Security & Compliance Engineer,Mobiquity,"Wayne, PA","We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create...",Na
Philadelphia,Software Architect Artificial Intelligence Machine Learning AI ML,Liberty Personnel Services,"King of Prussia, PA","Responsibilities include architecture, total solution design from requirements analysis, design and engineering for data ingestion, pipeline, data preparation &...",Na
Philadelphia,Scientist IV / Bioanalytical Sample Testing (with LIMS Experience),"Pioneer Data Systems, Inc","Spring House, PA 19477",Scientist IV / Bioanalytical Sample Testing (with LIMS Experience). Manage inventory and testing status of clinical samples using LIMS data base systems....,Na
Philadelphia,"Associate Director, Statistical Programming",RBW Consulting,"Philadelphia, PA","*Associate Director, Statistical Programming  Accountable for leading a programming team across multiple drug projects, ensuring clear direction * Working...",Na
Philadelphia,"Splunk Engineer/Architect-Philadelphia, PA",iSenpai,"Philadelphia, PA","This role requires the ability to design, architect and implement Splunk solutions in support of cybersecurity and IT operations analysts and data scientists....",Na
Philadelphia,DevOps Automation Engineer,Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience creating and managing and test data. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Principal Statistical Programmer ~ Global Pharma,"Pharmaceutical Company, PA","Philadelphia, PA","SAS, SAS Programmer, Project Lead, Statistical Programmer, Stat Programmer, Clinical Programmer, Data Programmer, Database Programmer, Statistical Programmer I,...",Na
Philadelphia,Principal Software Engineer (Python),Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience working closely with a Data Science team. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Senior Statistical Programmer,RBW Consulting,"Philadelphia, PA","*Senior Programmer (I/II) - Oncology   Deliver SDTM & AdaM Datasets and Tables, Figures and Listing outputs through multiple delivery methods * Assist with...",Na
Philadelphia,Flow Cytometry Technical Director,The Landmark Group,"Philadelphia, PA",Assigns scientists to particular studies based on skill set and expertise; Responsible for accurate data compilation/ interpretation and review for client...,Na
Philadelphia,Senior Security & Compliance Engineer,Mobiquity,"Wayne, PA","We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create...",Na
Philadelphia,Software Architect Artificial Intelligence Machine Learning AI ML,Liberty Personnel Services,"King of Prussia, PA","Responsibilities include architecture, total solution design from requirements analysis, design and engineering for data ingestion, pipeline, data preparation &...",Na
Philadelphia,Scientist IV / Bioanalytical Sample Testing (with LIMS Experience),"Pioneer Data Systems, Inc","Spring House, PA 19477",Scientist IV / Bioanalytical Sample Testing (with LIMS Experience). Manage inventory and testing status of clinical samples using LIMS data base systems....,Na
Philadelphia,"Associate Director, Statistical Programming",RBW Consulting,"Philadelphia, PA","*Associate Director, Statistical Programming  Accountable for leading a programming team across multiple drug projects, ensuring clear direction * Working...",Na
Philadelphia,"Splunk Engineer/Architect-Philadelphia, PA",iSenpai,"Philadelphia, PA","This role requires the ability to design, architect and implement Splunk solutions in support of cybersecurity and IT operations analysts and data scientists....",Na
Philadelphia,DevOps Automation Engineer,Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience creating and managing and test data. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Principal Statistical Programmer ~ Global Pharma,"Pharmaceutical Company, PA","Philadelphia, PA","SAS, SAS Programmer, Project Lead, Statistical Programmer, Stat Programmer, Clinical Programmer, Data Programmer, Database Programmer, Statistical Programmer I,...",Na
Philadelphia,Principal Software Engineer (Python),Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience working closely with a Data Science team. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Senior Statistical Programmer,RBW Consulting,"Philadelphia, PA","*Senior Programmer (I/II) - Oncology   Deliver SDTM & AdaM Datasets and Tables, Figures and Listing outputs through multiple delivery methods * Assist with...",Na
Philadelphia,Flow Cytometry Technical Director,The Landmark Group,"Philadelphia, PA",Assigns scientists to particular studies based on skill set and expertise; Responsible for accurate data compilation/ interpretation and review for client...,Na
Philadelphia,Senior Security & Compliance Engineer,Mobiquity,"Wayne, PA","We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create...",Na
Philadelphia,Software Architect Artificial Intelligence Machine Learning AI ML,Liberty Personnel Services,"King of Prussia, PA","Responsibilities include architecture, total solution design from requirements analysis, design and engineering for data ingestion, pipeline, data preparation &...",Na
Philadelphia,Scientist IV / Bioanalytical Sample Testing (with LIMS Experience),"Pioneer Data Systems, Inc","Spring House, PA 19477",Scientist IV / Bioanalytical Sample Testing (with LIMS Experience). Manage inventory and testing status of clinical samples using LIMS data base systems....,Na
Philadelphia,"Associate Director, Statistical Programming",RBW Consulting,"Philadelphia, PA","*Associate Director, Statistical Programming  Accountable for leading a programming team across multiple drug projects, ensuring clear direction * Working...",Na
Philadelphia,"Splunk Engineer/Architect-Philadelphia, PA",iSenpai,"Philadelphia, PA","This role requires the ability to design, architect and implement Splunk solutions in support of cybersecurity and IT operations analysts and data scientists....",Na
Philadelphia,DevOps Automation Engineer,Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience creating and managing and test data. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Principal Statistical Programmer ~ Global Pharma,"Pharmaceutical Company, PA","Philadelphia, PA","SAS, SAS Programmer, Project Lead, Statistical Programmer, Stat Programmer, Clinical Programmer, Data Programmer, Database Programmer, Statistical Programmer I,...",Na
Philadelphia,Principal Software Engineer (Python),Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience working closely with a Data Science team. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Senior Statistical Programmer,RBW Consulting,"Philadelphia, PA","*Senior Programmer (I/II) - Oncology   Deliver SDTM & AdaM Datasets and Tables, Figures and Listing outputs through multiple delivery methods * Assist with...",Na
Philadelphia,Flow Cytometry Technical Director,The Landmark Group,"Philadelphia, PA",Assigns scientists to particular studies based on skill set and expertise; Responsible for accurate data compilation/ interpretation and review for client...,Na
Philadelphia,Senior Security & Compliance Engineer,Mobiquity,"Wayne, PA","We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create...",Na
Philadelphia,Software Architect Artificial Intelligence Machine Learning AI ML,Liberty Personnel Services,"King of Prussia, PA","Responsibilities include architecture, total solution design from requirements analysis, design and engineering for data ingestion, pipeline, data preparation &...",Na
Philadelphia,Scientist IV / Bioanalytical Sample Testing (with LIMS Experience),"Pioneer Data Systems, Inc","Spring House, PA 19477",Scientist IV / Bioanalytical Sample Testing (with LIMS Experience). Manage inventory and testing status of clinical samples using LIMS data base systems....,Na
Philadelphia,"Associate Director, Statistical Programming",RBW Consulting,"Philadelphia, PA","*Associate Director, Statistical Programming  Accountable for leading a programming team across multiple drug projects, ensuring clear direction * Working...",Na
Philadelphia,"Splunk Engineer/Architect-Philadelphia, PA",iSenpai,"Philadelphia, PA","This role requires the ability to design, architect and implement Splunk solutions in support of cybersecurity and IT operations analysts and data scientists....",Na
Philadelphia,DevOps Automation Engineer,Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience creating and managing and test data. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Principal Statistical Programmer ~ Global Pharma,"Pharmaceutical Company, PA","Philadelphia, PA","SAS, SAS Programmer, Project Lead, Statistical Programmer, Stat Programmer, Clinical Programmer, Data Programmer, Database Programmer, Statistical Programmer I,...",Na
Philadelphia,Principal Software Engineer (Python),Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience working closely with a Data Science team. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Senior Statistical Programmer,RBW Consulting,"Philadelphia, PA","*Senior Programmer (I/II) - Oncology   Deliver SDTM & AdaM Datasets and Tables, Figures and Listing outputs through multiple delivery methods * Assist with...",Na
Philadelphia,Flow Cytometry Technical Director,The Landmark Group,"Philadelphia, PA",Assigns scientists to particular studies based on skill set and expertise; Responsible for accurate data compilation/ interpretation and review for client...,Na
Philadelphia,Senior Security & Compliance Engineer,Mobiquity,"Wayne, PA","We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create...",Na
Philadelphia,Software Architect Artificial Intelligence Machine Learning AI ML,Liberty Personnel Services,"King of Prussia, PA","Responsibilities include architecture, total solution design from requirements analysis, design and engineering for data ingestion, pipeline, data preparation &...",Na
Philadelphia,Scientist IV / Bioanalytical Sample Testing (with LIMS Experience),"Pioneer Data Systems, Inc","Spring House, PA 19477",Scientist IV / Bioanalytical Sample Testing (with LIMS Experience). Manage inventory and testing status of clinical samples using LIMS data base systems....,Na
Philadelphia,"Associate Director, Statistical Programming",RBW Consulting,"Philadelphia, PA","*Associate Director, Statistical Programming  Accountable for leading a programming team across multiple drug projects, ensuring clear direction * Working...",Na
Philadelphia,"Splunk Engineer/Architect-Philadelphia, PA",iSenpai,"Philadelphia, PA","This role requires the ability to design, architect and implement Splunk solutions in support of cybersecurity and IT operations analysts and data scientists....",Na
Philadelphia,DevOps Automation Engineer,Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience creating and managing and test data. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Principal Statistical Programmer ~ Global Pharma,"Pharmaceutical Company, PA","Philadelphia, PA","SAS, SAS Programmer, Project Lead, Statistical Programmer, Stat Programmer, Clinical Programmer, Data Programmer, Database Programmer, Statistical Programmer I,...",Na
Philadelphia,Principal Software Engineer (Python),Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience working closely with a Data Science team. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Senior Statistical Programmer,RBW Consulting,"Philadelphia, PA","*Senior Programmer (I/II) - Oncology   Deliver SDTM & AdaM Datasets and Tables, Figures and Listing outputs through multiple delivery methods * Assist with...",Na
Philadelphia,Flow Cytometry Technical Director,The Landmark Group,"Philadelphia, PA",Assigns scientists to particular studies based on skill set and expertise; Responsible for accurate data compilation/ interpretation and review for client...,Na
Philadelphia,Senior Security & Compliance Engineer,Mobiquity,"Wayne, PA","We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create...",Na
Philadelphia,Software Architect Artificial Intelligence Machine Learning AI ML,Liberty Personnel Services,"King of Prussia, PA","Responsibilities include architecture, total solution design from requirements analysis, design and engineering for data ingestion, pipeline, data preparation &...",Na
Philadelphia,Scientist IV / Bioanalytical Sample Testing (with LIMS Experience),"Pioneer Data Systems, Inc","Spring House, PA 19477",Scientist IV / Bioanalytical Sample Testing (with LIMS Experience). Manage inventory and testing status of clinical samples using LIMS data base systems....,Na
Philadelphia,"Associate Director, Statistical Programming",RBW Consulting,"Philadelphia, PA","*Associate Director, Statistical Programming  Accountable for leading a programming team across multiple drug projects, ensuring clear direction * Working...",Na
Philadelphia,"Splunk Engineer/Architect-Philadelphia, PA",iSenpai,"Philadelphia, PA","This role requires the ability to design, architect and implement Splunk solutions in support of cybersecurity and IT operations analysts and data scientists....",Na
Philadelphia,DevOps Automation Engineer,Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience creating and managing and test data. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Principal Statistical Programmer ~ Global Pharma,"Pharmaceutical Company, PA","Philadelphia, PA","SAS, SAS Programmer, Project Lead, Statistical Programmer, Stat Programmer, Clinical Programmer, Data Programmer, Database Programmer, Statistical Programmer I,...",Na
Philadelphia,Principal Software Engineer (Python),Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience working closely with a Data Science team. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Senior Statistical Programmer,RBW Consulting,"Philadelphia, PA","*Senior Programmer (I/II) - Oncology   Deliver SDTM & AdaM Datasets and Tables, Figures and Listing outputs through multiple delivery methods * Assist with...",Na
Philadelphia,Flow Cytometry Technical Director,The Landmark Group,"Philadelphia, PA",Assigns scientists to particular studies based on skill set and expertise; Responsible for accurate data compilation/ interpretation and review for client...,Na
Philadelphia,Senior Security & Compliance Engineer,Mobiquity,"Wayne, PA","We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create...",Na
Philadelphia,Software Architect Artificial Intelligence Machine Learning AI ML,Liberty Personnel Services,"King of Prussia, PA","Responsibilities include architecture, total solution design from requirements analysis, design and engineering for data ingestion, pipeline, data preparation &...",Na
Philadelphia,Scientist IV / Bioanalytical Sample Testing (with LIMS Experience),"Pioneer Data Systems, Inc","Spring House, PA 19477",Scientist IV / Bioanalytical Sample Testing (with LIMS Experience). Manage inventory and testing status of clinical samples using LIMS data base systems....,Na
Philadelphia,"Associate Director, Statistical Programming",RBW Consulting,"Philadelphia, PA","*Associate Director, Statistical Programming  Accountable for leading a programming team across multiple drug projects, ensuring clear direction * Working...",Na
Philadelphia,"Splunk Engineer/Architect-Philadelphia, PA",iSenpai,"Philadelphia, PA","This role requires the ability to design, architect and implement Splunk solutions in support of cybersecurity and IT operations analysts and data scientists....",Na
Philadelphia,DevOps Automation Engineer,Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience creating and managing and test data. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Principal Statistical Programmer ~ Global Pharma,"Pharmaceutical Company, PA","Philadelphia, PA","SAS, SAS Programmer, Project Lead, Statistical Programmer, Stat Programmer, Clinical Programmer, Data Programmer, Database Programmer, Statistical Programmer I,...",Na
Philadelphia,Principal Software Engineer (Python),Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience working closely with a Data Science team. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Senior Statistical Programmer,RBW Consulting,"Philadelphia, PA","*Senior Programmer (I/II) - Oncology   Deliver SDTM & AdaM Datasets and Tables, Figures and Listing outputs through multiple delivery methods * Assist with...",Na
Philadelphia,Flow Cytometry Technical Director,The Landmark Group,"Philadelphia, PA",Assigns scientists to particular studies based on skill set and expertise; Responsible for accurate data compilation/ interpretation and review for client...,Na
Philadelphia,Senior Security & Compliance Engineer,Mobiquity,"Wayne, PA","We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create...",Na
Philadelphia,Software Architect Artificial Intelligence Machine Learning AI ML,Liberty Personnel Services,"King of Prussia, PA","Responsibilities include architecture, total solution design from requirements analysis, design and engineering for data ingestion, pipeline, data preparation &...",Na
Philadelphia,Scientist IV / Bioanalytical Sample Testing (with LIMS Experience),"Pioneer Data Systems, Inc","Spring House, PA 19477",Scientist IV / Bioanalytical Sample Testing (with LIMS Experience). Manage inventory and testing status of clinical samples using LIMS data base systems....,Na
Philadelphia,"Associate Director, Statistical Programming",RBW Consulting,"Philadelphia, PA","*Associate Director, Statistical Programming  Accountable for leading a programming team across multiple drug projects, ensuring clear direction * Working...",Na
Philadelphia,"Splunk Engineer/Architect-Philadelphia, PA",iSenpai,"Philadelphia, PA","This role requires the ability to design, architect and implement Splunk solutions in support of cybersecurity and IT operations analysts and data scientists....",Na
Philadelphia,DevOps Automation Engineer,Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience creating and managing and test data. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Principal Statistical Programmer ~ Global Pharma,"Pharmaceutical Company, PA","Philadelphia, PA","SAS, SAS Programmer, Project Lead, Statistical Programmer, Stat Programmer, Clinical Programmer, Data Programmer, Database Programmer, Statistical Programmer I,...",Na
Philadelphia,Principal Software Engineer (Python),Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience working closely with a Data Science team. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Senior Statistical Programmer,RBW Consulting,"Philadelphia, PA","*Senior Programmer (I/II) - Oncology   Deliver SDTM & AdaM Datasets and Tables, Figures and Listing outputs through multiple delivery methods * Assist with...",Na
Philadelphia,Flow Cytometry Technical Director,The Landmark Group,"Philadelphia, PA",Assigns scientists to particular studies based on skill set and expertise; Responsible for accurate data compilation/ interpretation and review for client...,Na
Philadelphia,Senior Security & Compliance Engineer,Mobiquity,"Wayne, PA","We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create...",Na
Philadelphia,Software Architect Artificial Intelligence Machine Learning AI ML,Liberty Personnel Services,"King of Prussia, PA","Responsibilities include architecture, total solution design from requirements analysis, design and engineering for data ingestion, pipeline, data preparation &...",Na
Philadelphia,Scientist IV / Bioanalytical Sample Testing (with LIMS Experience),"Pioneer Data Systems, Inc","Spring House, PA 19477",Scientist IV / Bioanalytical Sample Testing (with LIMS Experience). Manage inventory and testing status of clinical samples using LIMS data base systems....,Na
Philadelphia,"Associate Director, Statistical Programming",RBW Consulting,"Philadelphia, PA","*Associate Director, Statistical Programming  Accountable for leading a programming team across multiple drug projects, ensuring clear direction * Working...",Na
Philadelphia,"Splunk Engineer/Architect-Philadelphia, PA",iSenpai,"Philadelphia, PA","This role requires the ability to design, architect and implement Splunk solutions in support of cybersecurity and IT operations analysts and data scientists....",Na
Philadelphia,DevOps Automation Engineer,Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience creating and managing and test data. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Principal Statistical Programmer ~ Global Pharma,"Pharmaceutical Company, PA","Philadelphia, PA","SAS, SAS Programmer, Project Lead, Statistical Programmer, Stat Programmer, Clinical Programmer, Data Programmer, Database Programmer, Statistical Programmer I,...",Na
Philadelphia,Principal Software Engineer (Python),Sidecar,"Philadelphia, PA 19107 (City Center East area)","Experience working closely with a Data Science team. As a member of the Engineering Team, you’ll have the opportunity to work alongside talented and passionate...",Na
Philadelphia,Senior Statistical Programmer,RBW Consulting,"Philadelphia, PA","*Senior Programmer (I/II) - Oncology   Deliver SDTM & AdaM Datasets and Tables, Figures and Listing outputs through multiple delivery methods * Assist with...",Na
Philadelphia,Flow Cytometry Technical Director,The Landmark Group,"Philadelphia, PA",Assigns scientists to particular studies based on skill set and expertise; Responsible for accurate data compilation/ interpretation and review for client...,Na
Philadelphia,Senior Security & Compliance Engineer,Mobiquity,"Wayne, PA","We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create...",Na
Philadelphia,Software Architect Artificial Intelligence Machine Learning AI ML,Liberty Personnel Services,"King of Prussia, PA","Responsibilities include architecture, total solution design from requirements analysis, design and engineering for data ingestion, pipeline, data preparation &...",Na
Atlanta,Data Scientist/Machine Learning Trainee,Norfolk Southern Corp,"Atlanta, GA 30309 (Midtown area)","You will have the opportunity of working with Norfolk Southern’s big data analytics platform and mine massive amounts of data using various toolsets like R,...",Na
